year,AreaOfResidence,Latitude,Longitude,parameter,value
2022,BARTLEMY,52.04,-8.264,Precipitation Amount,1299.7
2022,BAWNASKEHY CASTLEISLAND,52.201,-9.438,Greatest Daily Fall,56.6
2022,BAWNASKEHY CASTLEISLAND,52.201,-9.438,Number of Rain Days,246
2022,BAWNASKEHY CASTLEISLAND,52.201,-9.438,Number of Wet Days,194
2022,BAWNASKEHY CASTLEISLAND,52.201,-9.438,Precipitation Amount,1449
2022,BELCARRA (Carrajames),53.783,-9.23,Greatest Daily Fall,33.4
2022,BELCARRA (Carrajames),53.783,-9.23,Number of Rain Days,228
2022,BELCARRA (Carrajames),53.783,-9.23,Number of Wet Days,182
2022,BELCARRA (Carrajames),53.783,-9.23,Precipitation Amount,1394.7
2022,BELDERRIG,54.31,-9.567,Greatest Daily Fall,39.8
2022,BELDERRIG,54.31,-9.567,Number of Rain Days,274
2022,BELDERRIG,54.31,-9.567,Number of Wet Days,214
2022,BELDERRIG,54.31,-9.567,Precipitation Amount,1574.2
2022,BELDERRIG,54.31,-9.567,Maximum Temperature,13.112
2022,BELDERRIG,54.31,-9.567,Minimum Temperature,7.564
2022,BELGOOLY,51.733,-8.496,Greatest Daily Fall,44
2022,BELGOOLY,51.733,-8.496,Number of Rain Days,200
2022,BELGOOLY,51.733,-8.496,Number of Wet Days,153
2022,BELGOOLY,51.733,-8.496,Precipitation Amount,1135.6
2022,BELLEWSTOWN (Collierstown),53.641,-6.36,Greatest Daily Fall,49.1
2022,BELLEWSTOWN (Collierstown),53.641,-6.36,Number of Rain Days,208
2022,BELLEWSTOWN (Collierstown),53.641,-6.36,Number of Wet Days,146
2022,BELLEWSTOWN (Collierstown),53.641,-6.36,Precipitation Amount,837.8
2022,BELMULLET,54.228,-10.007,Precipitation Amount,1258.9
2022,BELTURBET (Naughan),54.134,-7.439,Greatest Daily Fall,36.9
2022,BELTURBET (Naughan),54.134,-7.439,Number of Rain Days,218
2022,BELTURBET (Naughan),54.134,-7.439,Number of Wet Days,172
2022,BELTURBET (Naughan),54.134,-7.439,Precipitation Amount,1112.9
2022,BLESSINGTON (Hempstown),53.198,-6.504,Greatest Daily Fall,23.6
2022,BLESSINGTON (Hempstown),53.198,-6.504,Number of Rain Days,110
2022,BLESSINGTON (Hempstown),53.198,-6.504,Number of Wet Days,83
2022,BLESSINGTON (Hempstown),53.198,-6.504,Precipitation Amount,462.1
2022,BLOODY FORELAND,55.143,-8.228,Greatest Daily Fall,50
2022,BLOODY FORELAND,55.143,-8.228,Number of Rain Days,276
2022,BLOODY FORELAND,55.143,-8.228,Number of Wet Days,228
2022,BLOODY FORELAND,55.143,-8.228,Precipitation Amount,1444.1
2022,BOOLAVOGUE (Knockavocca),52.557,-6.451,Greatest Daily Fall,42.6
2022,BOOLAVOGUE (Knockavocca),52.557,-6.451,Number of Rain Days,182
2022,BOOLAVOGUE (Knockavocca),52.557,-6.451,Number of Wet Days,138
2022,BOOLAVOGUE (Knockavocca),52.557,-6.451,Precipitation Amount,953
2022,BOYLE (Marian Road),53.969,-8.306,Greatest Daily Fall,26.2
2022,BOYLE (Marian Road),53.969,-8.306,Number of Rain Days,237
2022,BOYLE (Marian Road),53.969,-8.306,Number of Wet Days,183
2022,BOYLE (Marian Road),53.969,-8.306,Precipitation Amount,1077
2022,BRITTAS (Glenaraneen),53.251,-6.451,Greatest Daily Fall,41.8
2022,BRITTAS (Glenaraneen),53.251,-6.451,Number of Rain Days,205
2022,BRITTAS (Glenaraneen),53.251,-6.451,Number of Wet Days,158
2022,BRITTAS (Glenaraneen),53.251,-6.451,Precipitation Amount,986.4
2022,BRUCKLESS,54.637,-8.387,Greatest Daily Fall,30.1
2022,BRUCKLESS,54.637,-8.387,Number of Rain Days,259
2022,BRUCKLESS,54.637,-8.387,Number of Wet Days,205
2022,BRUCKLESS,54.637,-8.387,Precipitation Amount,1441
2022,BUNCLODY (Corragh),52.682,-6.606,Greatest Daily Fall,38.7
2022,BUNCLODY (Corragh),52.682,-6.606,Number of Rain Days,199
2022,BUNCLODY (Corragh),52.682,-6.606,Number of Wet Days,149
2022,BUNCLODY (Corragh),52.682,-6.606,Precipitation Amount,1107.1
2022,CAHIR (Toureen),52.411,-7.989,Greatest Daily Fall,50.2
2022,CAHIR (Toureen),52.411,-7.989,Number of Rain Days,198
2022,CAHIR (Toureen),52.411,-7.989,Number of Wet Days,156
2022,CAHIR (Toureen),52.411,-7.989,Precipitation Amount,1266.5
2022,CAHIR (Vocational School),52.381,-7.919,Greatest Daily Fall,30.4
2022,CAHIR (Vocational School),52.381,-7.919,Number of Rain Days,206
2022,CAHIR (Vocational School),52.381,-7.919,Number of Wet Days,162
2022,CAHIR (Vocational School),52.381,-7.919,Precipitation Amount,1119.4
2022,CAHORE (Kilmichael House),52.562,-6.211,Greatest Daily Fall,53.6
2022,CAHORE (Kilmichael House),52.562,-6.211,Number of Rain Days,173
2022,CAHORE (Kilmichael House),52.562,-6.211,Number of Wet Days,143
2022,CAHORE (Kilmichael House),52.562,-6.211,Precipitation Amount,904.2
2022,CAHORE (Kilmichael House),52.562,-6.211,Maximum Temperature,15.315
2022,CAHORE (Kilmichael House),52.562,-6.211,Minimum Temperature,7.47
2022,CALLAN (Moonarche),52.534,-7.421,Greatest Daily Fall,42.6
2022,CALLAN (Moonarche),52.534,-7.421,Number of Rain Days,198
2022,CALLAN (Moonarche),52.534,-7.421,Number of Wet Days,144
2022,CALLAN (Moonarche),52.534,-7.421,Precipitation Amount,1066.5
2022,CAMUS,53.374,-9.559,Greatest Daily Fall,34.8
2022,CAMUS,53.374,-9.559,Number of Rain Days,234
2022,CAMUS,53.374,-9.559,Number of Wet Days,185
2022,CAMUS,53.374,-9.559,Precipitation Amount,1540.5
2022,CAPPOQUIN (Station House),52.145,-7.846,Greatest Daily Fall,38.3
2022,CAPPOQUIN (Station House),52.145,-7.846,Number of Rain Days,201
2022,CAPPOQUIN (Station House),52.145,-7.846,Number of Wet Days,158
2022,CAPPOQUIN (Station House),52.145,-7.846,Precipitation Amount,1205.7
2022,CARHEENY BEG,52.996,-8.831,Greatest Daily Fall,30.4
2022,CARHEENY BEG,52.996,-8.831,Number of Rain Days,229
2022,CARHEENY BEG,52.996,-8.831,Number of Wet Days,181
2022,CARHEENY BEG,52.996,-8.831,Precipitation Amount,1202.6
2022,CARNDOLLA,53.403,-9.016,Greatest Daily Fall,22.9
2022,CARNDOLLA,53.403,-9.016,Number of Rain Days,234
2022,CARNDOLLA,53.403,-9.016,Number of Wet Days,179
2022,CARNDOLLA,53.403,-9.016,Precipitation Amount,1122.6
2022,CARNDONAGH (Rocksmount) II,55.258,-7.239,Greatest Daily Fall,33.9
2022,CARNDONAGH (Rocksmount) II,55.258,-7.239,Number of Rain Days,255
2022,CARNDONAGH (Rocksmount) II,55.258,-7.239,Number of Wet Days,198
2022,CARNDONAGH (Rocksmount) II,55.258,-7.239,Precipitation Amount,1243.9
2022,CARNEW (Cronyhorn),52.717,-6.512,Greatest Daily Fall,39
2022,CARNEW (Cronyhorn),52.717,-6.512,Number of Rain Days,191
2022,CARNEW (Cronyhorn),52.717,-6.512,Number of Wet Days,149
2022,CARNEW (Cronyhorn),52.717,-6.512,Precipitation Amount,1118
2022,CARRICK-ON-SUIR II,52.342,-7.409,Greatest Daily Fall,41.4
2022,CARRICK-ON-SUIR II,52.342,-7.409,Number of Rain Days,200
2022,CARRICK-ON-SUIR II,52.342,-7.409,Number of Wet Days,151
2022,CARRICK-ON-SUIR II,52.342,-7.409,Precipitation Amount,1243.7
2022,CARRICKMACROSS (DUNOGE),53.97805555555556,-6.753055555555555,Mean Temperature,102.241
2022,CARRICKMACROSS (Dunoge),53.975,-6.755,Greatest Daily Fall,66.4
2022,CARRICKMACROSS (Dunoge),53.975,-6.755,Number of Rain Days,208
2022,CARRICKMACROSS (Dunoge),53.975,-6.755,Number of Wet Days,148
2022,CARRICKMACROSS (Dunoge),53.975,-6.755,Precipitation Amount,1032.5
2022,CARRICKMACROSS (Dunoge),53.975,-6.755,Maximum Temperature,14.56
2022,CARRICKMACROSS (Dunoge),53.975,-6.755,Minimum Temperature,5.887
2022,CARRIGADROHID (Gen. Station),51.897,-8.863,Greatest Daily Fall,48
2022,CARRIGADROHID (Gen. Station),51.897,-8.863,Number of Rain Days,213
2022,CARRIGADROHID (Gen. Station),51.897,-8.863,Number of Wet Days,162
2022,CARRIGADROHID (Gen. Station),51.897,-8.863,Precipitation Amount,1347.6
2022,CARRIGALLEN (Calloughs),53.985,-7.658,Greatest Daily Fall,33.7
2022,CARRIGALLEN (Calloughs),53.985,-7.658,Number of Rain Days,195
2022,CARRIGALLEN (Calloughs),53.985,-7.658,Number of Wet Days,176
2022,CARRIGALLEN (Calloughs),53.985,-7.658,Precipitation Amount,1049.5
2022,CASEMENT,53.306,-6.439,Precipitation Amount,768.2
2022,CASEMENT AERODROME,53.30611111111111,-6.438888888888889,Mean Temperature,106.912
2022,CASHEL (Ballinamona),52.511,-7.929,Greatest Daily Fall,37.1
2022,CASHEL (Ballinamona),52.511,-7.929,Number of Rain Days,198
2022,CASHEL (Ballinamona),52.511,-7.929,Number of Wet Days,150
2022,CASHEL (Ballinamona),52.511,-7.929,Precipitation Amount,1016.4
2022,CASTLEBAR (Burren),53.914,-9.307,Greatest Daily Fall,58.2
2022,CASTLEBAR (Burren),53.914,-9.307,Number of Rain Days,270
2022,CASTLEBAR (Burren),53.914,-9.307,Number of Wet Days,217
2022,CASTLEBAR (Burren),53.914,-9.307,Precipitation Amount,1757.4
2022,CASTLEBLANEY (Coose),54.061,-6.772,Greatest Daily Fall,57.7
2022,CASTLEBLANEY (Coose),54.061,-6.772,Number of Rain Days,208
2022,CASTLEBLANEY (Coose),54.061,-6.772,Number of Wet Days,169
2022,CASTLEBLANEY (Coose),54.061,-6.772,Precipitation Amount,1126.3
2022,CASTLEBRIDGE (Ballyboggan Lower),52.389,-6.465,Greatest Daily Fall,53.1
2022,CASTLEBRIDGE (Ballyboggan Lower),52.389,-6.465,Number of Rain Days,176
2022,CASTLEBRIDGE (Ballyboggan Lower),52.389,-6.465,Number of Wet Days,152
2022,CASTLEBRIDGE (Ballyboggan Lower),52.389,-6.465,Precipitation Amount,1016.7
2022,CASTLEDERMOT Kilkea House,52.935,-6.892,Greatest Daily Fall,25
2022,CASTLEDERMOT Kilkea House,52.935,-6.892,Number of Rain Days,176
2022,CASTLEDERMOT Kilkea House,52.935,-6.892,Number of Wet Days,135
2022,CASTLEDERMOT Kilkea House,52.935,-6.892,Precipitation Amount,826.8
2022,CASTLEISLAND (Coom),52.233,-9.356,Greatest Daily Fall,65.4
2022,CASTLEISLAND (Coom),52.233,-9.356,Number of Rain Days,249
2022,CASTLEISLAND (Coom),52.233,-9.356,Number of Wet Days,202
2022,CASTLEISLAND (Coom),52.233,-9.356,Precipitation Amount,1807.1
2022,CASTLEISLAND (Kilmurry),52.237,-9.378,Greatest Daily Fall,40.7
2022,CASTLEISLAND (Kilmurry),52.237,-9.378,Number of Rain Days,260
2022,CASTLEISLAND (Kilmurry),52.237,-9.378,Number of Wet Days,189
2022,CASTLEISLAND (Kilmurry),52.237,-9.378,Precipitation Amount,1197.4
2022,CASTLELYONS (Ballymacsimon),52.061,-8.155,Greatest Daily Fall,46.8
2022,CASTLELYONS (Ballymacsimon),52.061,-8.155,Number of Rain Days,175
2022,CASTLELYONS (Ballymacsimon),52.061,-8.155,Number of Wet Days,141
2022,CASTLELYONS (Ballymacsimon),52.061,-8.155,Precipitation Amount,1202.2
2022,CASTLEMAHON W.W.,52.429,-9.007,Greatest Daily Fall,26.9
2022,CASTLEMAHON W.W.,52.429,-9.007,Number of Rain Days,224
2022,CASTLEMAHON W.W.,52.429,-9.007,Number of Wet Days,159
2022,CASTLEMAHON W.W.,52.429,-9.007,Precipitation Amount,1064.1
2022,CELBRIDGE (Moortown),53.358,-6.551,Precipitation Amount,615
2022,CELBRIDGE_Moortown,53.358,-6.551,Greatest Daily Fall,45
2022,CELBRIDGE_Moortown,53.358,-6.551,Number of Rain Days,157
2022,CELBRIDGE_Moortown,53.358,-6.551,Number of Wet Days,105
2022,CHARLEVILLE GOLF CLUB,52.343,-8.715,Greatest Daily Fall,28.6
2022,CHARLEVILLE GOLF CLUB,52.343,-8.715,Number of Rain Days,191
2022,CHARLEVILLE GOLF CLUB,52.343,-8.715,Number of Wet Days,164
2022,CHARLEVILLE GOLF CLUB,52.343,-8.715,Precipitation Amount,1132.4
2022,CLAREMORRIS,53.711,-8.993,Precipitation Amount,1188.9
2022,CLEGGAN (Cloch Breac),53.555,-10.109,Greatest Daily Fall,28.3
2022,CLEGGAN (Cloch Breac),53.555,-10.109,Number of Rain Days,259
2022,CLEGGAN (Cloch Breac),53.555,-10.109,Number of Wet Days,203
2022,CLEGGAN (Cloch Breac),53.555,-10.109,Precipitation Amount,1438.4
2022,CLIFDEN,53.48,-10.024,Greatest Daily Fall,35.2
2022,CLIFDEN,53.48,-10.024,Number of Rain Days,241
2022,CLIFDEN,53.48,-10.024,Number of Wet Days,199
2022,CLIFDEN,53.48,-10.024,Precipitation Amount,1440.8
2022,CLOGHANE,52.229,-10.179,Greatest Daily Fall,60.6
2022,CLOGHANE,52.229,-10.179,Number of Rain Days,241
2022,CLOGHANE,52.229,-10.179,Number of Wet Days,215
2022,CLOGHANE,52.229,-10.179,Precipitation Amount,2115.2
2022,CLOGHER HEAD (Port),53.843,-6.278,Greatest Daily Fall,41.8
2022,CLOGHER HEAD (Port),53.843,-6.278,Number of Rain Days,191
2022,CLOGHER HEAD (Port),53.843,-6.278,Number of Wet Days,130
2022,CLOGHER HEAD (Port),53.843,-6.278,Precipitation Amount,686.5
2022,CLONASLEE WATERWORKS II,53.142,-7.527,Greatest Daily Fall,49.9
2022,CLONASLEE WATERWORKS II,53.142,-7.527,Number of Rain Days,242
2022,CLONASLEE WATERWORKS II,53.142,-7.527,Number of Wet Days,170
2022,CLONASLEE WATERWORKS II,53.142,-7.527,Precipitation Amount,1250.9
2022,CLONBUR (Petersburg O.E.C.),53.555,-9.384,Greatest Daily Fall,60.5
2022,CLONBUR (Petersburg O.E.C.),53.555,-9.384,Number of Rain Days,224
2022,CLONBUR (Petersburg O.E.C.),53.555,-9.384,Number of Wet Days,181
2022,CLONBUR (Petersburg O.E.C.),53.555,-9.384,Precipitation Amount,1959.4
2022,CLONOULTY (Clogher),52.621,-7.934,Greatest Daily Fall,32.2
2022,CLONOULTY (Clogher),52.621,-7.934,Number of Rain Days,206
2022,CLONOULTY (Clogher),52.621,-7.934,Number of Wet Days,153
2022,CLONOULTY (Clogher),52.621,-7.934,Precipitation Amount,1115.2
2022,CLOONE LAKE (Caragh River Area),51.939,-9.871,Greatest Daily Fall,82.4
2022,CLOONE LAKE (Caragh River Area),51.939,-9.871,Number of Rain Days,114
2022,CLOONE LAKE (Caragh River Area),51.939,-9.871,Number of Wet Days,101
2022,CLOONE LAKE (Caragh River Area),51.939,-9.871,Precipitation Amount,1389.1
2022,CLOUGHJORDAN (Oxpark),52.946,-8.039,Greatest Daily Fall,33.8
2022,CLOUGHJORDAN (Oxpark),52.946,-8.039,Number of Rain Days,209
2022,CLOUGHJORDAN (Oxpark),52.946,-8.039,Number of Wet Days,153
2022,CLOUGHJORDAN (Oxpark),52.946,-8.039,Precipitation Amount,1048.4
2022,CLOYNE (Lisanley),51.856,-8.136,Greatest Daily Fall,36.4
2022,CLOYNE (Lisanley),51.856,-8.136,Number of Rain Days,192
2022,CLOYNE (Lisanley),51.856,-8.136,Number of Wet Days,146
2022,CLOYNE (Lisanley),51.856,-8.136,Precipitation Amount,1076.9
2022,CLOYNE (Lisanley),51.856,-8.136,Maximum Temperature,15.414
2022,CLOYNE (Lisanley),51.856,-8.136,Minimum Temperature,7.917
2022,COLLINSTOWN (Lough Bawn),53.684,-7.169,Greatest Daily Fall,36.7
2022,COLLINSTOWN (Lough Bawn),53.684,-7.169,Number of Rain Days,167
2022,COLLINSTOWN (Lough Bawn),53.684,-7.169,Number of Wet Days,134
2022,COLLINSTOWN (Lough Bawn),53.684,-7.169,Precipitation Amount,867
2022,CONNA (Castleview),52.103,-8.064,Greatest Daily Fall,33.8
2022,CONNA (Castleview),52.103,-8.064,Number of Rain Days,216
2022,CONNA (Castleview),52.103,-8.064,Number of Wet Days,156
2022,CONNA (Castleview),52.103,-8.064,Precipitation Amount,1103.8
2022,COOGA (Lower Doon),52.608,-8.272,Greatest Daily Fall,52.1
2022,COOGA (Lower Doon),52.608,-8.272,Number of Rain Days,230
2022,COOGA (Lower Doon),52.608,-8.272,Number of Wet Days,169
2022,COOGA (Lower Doon),52.608,-8.272,Precipitation Amount,1065
2022,COOLE (Coolure),53.673,-7.372,Greatest Daily Fall,50.6
2022,COOLE (Coolure),53.673,-7.372,Number of Rain Days,203
2022,COOLE (Coolure),53.673,-7.372,Number of Wet Days,155
2022,COOLE (Coolure),53.673,-7.372,Precipitation Amount,1065.7
2022,COOLGREANEY (St.Martins),52.766,-6.242,Greatest Daily Fall,51.8
2022,COOLGREANEY (St.Martins),52.766,-6.242,Number of Rain Days,188
2022,COOLGREANEY (St.Martins),52.766,-6.242,Number of Wet Days,155
2022,COOLGREANEY (St.Martins),52.766,-6.242,Precipitation Amount,1151.4
2022,COOLGREANY CASTLEWARREN,52.709,-7.119,Greatest Daily Fall,41
2022,COOLGREANY CASTLEWARREN,52.709,-7.119,Number of Rain Days,215
2022,COOLGREANY CASTLEWARREN,52.709,-7.119,Number of Wet Days,153
2022,COOLGREANY CASTLEWARREN,52.709,-7.119,Precipitation Amount,919.9
2022,COOMCLOGH,51.769,-9.267,Greatest Daily Fall,45.2
2022,COOMCLOGH,51.769,-9.267,Number of Rain Days,225
2022,COOMCLOGH,51.769,-9.267,Number of Wet Days,198
2022,COOMCLOGH,51.769,-9.267,Precipitation Amount,1976.8
2022,CORBETSTOWN,53.407,-7.166,Greatest Daily Fall,26.5
2022,CORBETSTOWN,53.407,-7.166,Number of Rain Days,212
2022,CORBETSTOWN,53.407,-7.166,Number of Wet Days,163
2022,CORBETSTOWN,53.407,-7.166,Precipitation Amount,1029.8
2022,CORK AIRPORT,51.847,-8.486,Precipitation Amount,1150.7
2022,CORK MONTENOTTE,51.905,-8.446,Greatest Daily Fall,58.2
2022,CORK MONTENOTTE,51.905,-8.446,Number of Rain Days,196
2022,CORK MONTENOTTE,51.905,-8.446,Number of Wet Days,148
2022,CORK MONTENOTTE,51.905,-8.446,Precipitation Amount,1123.7
2022,COROFIN,52.948,-9.069,Greatest Daily Fall,32.1
2022,COROFIN,52.948,-9.069,Number of Rain Days,197
2022,COROFIN,52.948,-9.069,Number of Wet Days,181
2022,COROFIN,52.948,-9.069,Precipitation Amount,1323.5
2022,CORROFIN (Soheen),52.903,-9.063,Greatest Daily Fall,28.3
2022,CORROFIN (Soheen),52.903,-9.063,Number of Rain Days,231
2022,CORROFIN (Soheen),52.903,-9.063,Number of Wet Days,178
2022,CORROFIN (Soheen),52.903,-9.063,Precipitation Amount,1306.4
2022,COSTELLOE FISHERY,53.282,-9.538,Greatest Daily Fall,30
2022,COSTELLOE FISHERY,53.282,-9.538,Number of Rain Days,238
2022,COSTELLOE FISHERY,53.282,-9.538,Number of Wet Days,184
2022,COSTELLOE FISHERY,53.282,-9.538,Precipitation Amount,1410.4
2022,CRAUGHWELL (Grenage),53.228,-8.754,Greatest Daily Fall,33.4
2022,CRAUGHWELL (Grenage),53.228,-8.754,Number of Rain Days,257
2022,CRAUGHWELL (Grenage),53.228,-8.754,Number of Wet Days,189
2022,CRAUGHWELL (Grenage),53.228,-8.754,Precipitation Amount,1191.6
2022,CREESLOUGH (Brockagh),55.08,-7.975,Greatest Daily Fall,49.9
2022,CREESLOUGH (Brockagh),55.08,-7.975,Number of Rain Days,284
2022,CREESLOUGH (Brockagh),55.08,-7.975,Number of Wet Days,236
2022,CREESLOUGH (Brockagh),55.08,-7.975,Precipitation Amount,1939.3
2022,CREESLOUGH (Carrownamaddy),55.132,-7.961,Greatest Daily Fall,35.7
2022,CREESLOUGH (Carrownamaddy),55.132,-7.961,Number of Rain Days,293
2022,CREESLOUGH (Carrownamaddy),55.132,-7.961,Number of Wet Days,229
2022,CREESLOUGH (Carrownamaddy),55.132,-7.961,Precipitation Amount,1582.1
2022,CROAGH (Smithfield),52.542,-8.859,Greatest Daily Fall,32.2
2022,CROAGH (Smithfield),52.542,-8.859,Number of Rain Days,206
2022,CROAGH (Smithfield),52.542,-8.859,Number of Wet Days,153
2022,CROAGH (Smithfield),52.542,-8.859,Precipitation Amount,1017.1
2022,CROLLY (Filter Works),55.01,-8.25,Greatest Daily Fall,37.3
2022,CROLLY (Filter Works),55.01,-8.25,Number of Rain Days,275
2022,CROLLY (Filter Works),55.01,-8.25,Number of Wet Days,229
2022,CROLLY (Filter Works),55.01,-8.25,Precipitation Amount,1702.1
2022,CROSSMOLINA (Castlehill),54.067,-9.312,Greatest Daily Fall,22.5
2022,CROSSMOLINA (Castlehill),54.067,-9.312,Number of Rain Days,224
2022,CROSSMOLINA (Castlehill),54.067,-9.312,Number of Wet Days,175
2022,CROSSMOLINA (Castlehill),54.067,-9.312,Precipitation Amount,1010.4
2022,CRUSHEEN (Ballinruan),52.932,-8.821,Greatest Daily Fall,27.8
2022,CRUSHEEN (Ballinruan),52.932,-8.821,Number of Rain Days,199
2022,CRUSHEEN (Ballinruan),52.932,-8.821,Number of Wet Days,198
2022,CRUSHEEN (Ballinruan),52.932,-8.821,Precipitation Amount,1241.8
2022,CRUSHEEN (Cloonawillin),52.896,-8.893,Greatest Daily Fall,35.5
2022,CRUSHEEN (Cloonawillin),52.896,-8.893,Number of Rain Days,227
2022,CRUSHEEN (Cloonawillin),52.896,-8.893,Number of Wet Days,172
2022,CRUSHEEN (Cloonawillin),52.896,-8.893,Precipitation Amount,1152.8
2022,CUILCAGH MOUNTAINS,54.166,-7.801,Greatest Daily Fall,48
2022,CUILCAGH MOUNTAINS,54.166,-7.801,Number of Rain Days,266
2022,CUILCAGH MOUNTAINS,54.166,-7.801,Number of Wet Days,218
2022,CUILCAGH MOUNTAINS,54.166,-7.801,Precipitation Amount,2022.7
2022,CURRACLOE (Coolrainey),52.387,-6.372,Greatest Daily Fall,42.4
2022,CURRACLOE (Coolrainey),52.387,-6.372,Number of Rain Days,196
2022,CURRACLOE (Coolrainey),52.387,-6.372,Number of Wet Days,149
2022,CURRACLOE (Coolrainey),52.387,-6.372,Precipitation Amount,990.5
2022,CURRY,54.005,-8.772,Greatest Daily Fall,25.8
2022,CURRY,54.005,-8.772,Number of Rain Days,214
2022,CURRY,54.005,-8.772,Number of Wet Days,164
2022,CURRY,54.005,-8.772,Precipitation Amount,1102.2
2022,DELPHI LODGE II,53.626,-9.742,Greatest Daily Fall,61
2022,DELPHI LODGE II,53.626,-9.742,Number of Rain Days,262
2022,DELPHI LODGE II,53.626,-9.742,Number of Wet Days,228
2022,DELPHI LODGE II,53.626,-9.742,Precipitation Amount,2720.2
2022,DELPHI LODGE II,53.626,-9.742,Maximum Temperature,14.962
2022,DELPHI LODGE II,53.626,-9.742,Minimum Temperature,8.46
2022,DEREEN,51.897,-10.24,Greatest Daily Fall,33
2022,DEREEN,51.897,-10.24,Number of Rain Days,217
2022,DEREEN,51.897,-10.24,Number of Wet Days,197
2022,DEREEN,51.897,-10.24,Precipitation Amount,1653
2022,DERRIANA,51.896,-10.032,Greatest Daily Fall,53.2
2022,DERRIANA,51.896,-10.032,Number of Rain Days,245
2022,DERRIANA,51.896,-10.032,Number of Wet Days,214
2022,DERRIANA,51.896,-10.032,Precipitation Amount,2419.7
2022,DERRYGREENAGH,53.392,-7.258,Greatest Daily Fall,31.1
2022,DERRYGREENAGH,53.392,-7.258,Number of Rain Days,209
2022,DERRYGREENAGH,53.392,-7.258,Number of Wet Days,163
2022,DERRYGREENAGH,53.392,-7.258,Precipitation Amount,1048.2
2022,DERRYGREENAGH,53.392,-7.258,Maximum Temperature,14.615
2022,DERRYGREENAGH,53.392,-7.258,Minimum Temperature,6.244
2022,DERRYGREENAGH,53.39194444444444,-7.258055555555556,Mean Temperature,104.326
2022,DERRYHENNY DOOCHARY,54.882,-8.253,Greatest Daily Fall,38.5
2022,DERRYHENNY DOOCHARY,54.882,-8.253,Number of Rain Days,118
2022,DERRYHENNY DOOCHARY,54.882,-8.253,Number of Wet Days,101
2022,DERRYHENNY DOOCHARY,54.882,-8.253,Precipitation Amount,481.4
2022,DERRYHILLAGH,54.034,-9.391,Greatest Daily Fall,35
2022,DERRYHILLAGH,54.034,-9.391,Number of Rain Days,251
2022,DERRYHILLAGH,54.034,-9.391,Number of Wet Days,201
2022,DERRYHILLAGH,54.034,-9.391,Precipitation Amount,1776.8
2022,DERRYPARK,53.595,-9.495,Greatest Daily Fall,59.8
2022,DERRYPARK,53.595,-9.495,Number of Rain Days,253
2022,DERRYPARK,53.595,-9.495,Number of Wet Days,211
2022,DERRYPARK,53.595,-9.495,Precipitation Amount,2585.7
2022,DINGLE (Baile na nGall),52.204,-10.361,Greatest Daily Fall,41.5
2022,DINGLE (Baile na nGall),52.204,-10.361,Number of Rain Days,241
2022,DINGLE (Baile na nGall),52.204,-10.361,Number of Wet Days,195
2022,DINGLE (Baile na nGall),52.204,-10.361,Precipitation Amount,1448.9
2022,DOO-LOUGH,52.801,-9.324,Greatest Daily Fall,34.5
2022,DOO-LOUGH,52.801,-9.324,Number of Rain Days,229
2022,DOO-LOUGH,52.801,-9.324,Number of Wet Days,194
2022,DOO-LOUGH,52.801,-9.324,Precipitation Amount,1448.4
2022,DOOAGH (Water Treatment Plant),53.971,-10.161,Greatest Daily Fall,50.3
2022,DOOAGH (Water Treatment Plant),53.971,-10.161,Number of Rain Days,250
2022,DOOAGH (Water Treatment Plant),53.971,-10.161,Number of Wet Days,220
2022,DOOAGH (Water Treatment Plant),53.971,-10.161,Precipitation Amount,1800.8
2022,DOOKS,52.068,-9.927,Greatest Daily Fall,34.5
2022,DOOKS,52.068,-9.927,Number of Rain Days,233
2022,DOOKS,52.068,-9.927,Number of Wet Days,182
2022,DOOKS,52.068,-9.927,Precipitation Amount,1201.7
2022,DOOKS,52.068,-9.927,Maximum Temperature,15.43
2022,DOOKS,52.068,-9.927,Minimum Temperature,8.759
2022,DOONCARTON,54.272,-9.853,Greatest Daily Fall,48.1
2022,DOONCARTON,54.272,-9.853,Number of Rain Days,240
2022,DOONCARTON,54.272,-9.853,Number of Wet Days,200
2022,DOONCARTON,54.272,-9.853,Precipitation Amount,1379.4
2022,DRANGAN (Moanvurrin),52.533,-7.582,Greatest Daily Fall,46
2022,DRANGAN (Moanvurrin),52.533,-7.582,Number of Rain Days,166
2022,DRANGAN (Moanvurrin),52.533,-7.582,Number of Wet Days,155
2022,DRANGAN (Moanvurrin),52.533,-7.582,Precipitation Amount,1017.4
2022,DRIMOLEAGUE (Angram),51.643,-9.293,Greatest Daily Fall,34.2
2022,DRIMOLEAGUE (Angram),51.643,-9.293,Number of Rain Days,217
2022,DRIMOLEAGUE (Angram),51.643,-9.293,Number of Wet Days,173
2022,DRIMOLEAGUE (Angram),51.643,-9.293,Precipitation Amount,1538.1
2022,DROMAHAIR (Market Street),54.231,-8.294,Greatest Daily Fall,34.4
2022,DROMAHAIR (Market Street),54.231,-8.294,Number of Rain Days,255
2022,DROMAHAIR (Market Street),54.231,-8.294,Number of Wet Days,211
2022,DROMAHAIR (Market Street),54.231,-8.294,Precipitation Amount,1329
2022,DROMOLAND CASTLE,52.78,-8.903,Greatest Daily Fall,23.4
2022,DROMOLAND CASTLE,52.78,-8.903,Number of Rain Days,182
2022,DROMOLAND CASTLE,52.78,-8.903,Number of Wet Days,152
